Pro's video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Label
0271_event_6,47.94,59.66,174.09,121.26,88.74,81.44,37.42,19.83,161.57,143.52,82.79,107.04,178.52,143.13,95.73,109.83,163.98,164.69,6
0273_event_6,35.45,107.76,148.81,165.68,86.31,92.08,27.05,5.51,156.14,22.62,76.43,105.18,160.35,144.47,83.92,110.35,176.78,153.66,6
0275_event_6,42.24,38.1,143.48,102.47,71.51,97.7,29.73,33.33,179.37,163.75,76.54,114.25,162.43,139.57,85.89,106.17,178.42,158.28,6
0276_event_6,32.01,51.34,126.4,103.67,76.24,90.7,18.16,38.36,139.4,162.98,80.38,112.69,176.24,143.59,95.86,103.72,179.49,169.98,6
0279_event_6,177.88,1.55,55.41,70.02,29.74,153.14,92.73,81.57,167.47,142.13,78.69,98.43,179.47,165.86,100.78,95.71,178.52,142.04,6
0281_event_6,47.82,43.97,155.22,112.35,74.92,88.5,32.49,20.13,167.32,169.75,90.17,106.41,179.65,152.05,90.18,101.53,167.77,153.93,6
0283_event_6,74.05,31.89,176.82,132.51,77.64,93.03,31.48,7.59,176.82,90.0,91.74,97.59,170.41,160.72,97.85,101.69,174.27,171.37,6
0285_event_6,94.4,35.84,122.47,123.11,17.73,145.64,10.34,58.37,94.17,176.82,93.69,69.68,176.31,171.37,90.0,101.69,141.84,175.22,6
0287_event_6,50.71,54.54,156.04,150.26,84.29,85.09,21.04,10.62,113.96,165.96,98.13,92.49,167.91,156.85,93.96,110.66,178.4,179.57,6
0297_event_6,6.27,17.57,161.57,120.96,85.22,73.65,70.07,29.74,52.13,94.76,81.38,119.74,171.38,126.29,90.0,113.96,177.61,167.73,6
0298_event_6,17.74,15.95,119.29,136.85,86.41,85.06,15.14,35.84,139.4,175.51,115.25,73.29,149.58,171.12,95.17,97.83,173.01,179.79,6
0302_event_6,27.76,31.28,142.59,136.51,72.42,95.01,42.42,10.22,172.41,151.34,88.57,104.0,177.42,148.5,88.85,107.49,179.25,158.49,6
0310_event_6,40.73,70.08,164.6,119.29,81.19,78.96,42.69,29.74,169.86,157.62,76.17,123.69,176.76,163.44,100.59,72.87,171.49,168.31,6
0328_event_6,60.26,49.4,103.71,166.14,77.47,93.07,34.02,51.4,64.98,99.46,112.83,76.63,159.53,165.08,87.64,88.45,179.18,177.82,6
0336_event_6,23.75,84.81,137.71,162.81,72.9,95.44,41.07,16.94,39.47,134.42,71.57,120.1,158.22,129.13,86.65,110.77,173.88,170.54,6
0338_event_6,20.63,48.81,150.12,165.96,103.54,71.7,67.21,143.07,151.75,115.35,77.41,107.35,171.07,153.8,93.66,98.85,177.48,156.74,6
0342_event_6,44.6,58.39,169.37,153.43,83.51,89.41,41.26,5.63,161.57,120.38,80.14,106.94,161.73,138.34,81.59,114.72,170.95,162.9,6
0351_event_6,19.65,68.2,154.65,176.63,91.79,82.65,43.21,25.79,26.57,161.57,83.81,101.75,178.21,155.0,94.4,103.25,175.76,165.64,6
0359_event_6,45.18,96.58,175.84,169.38,95.29,82.0,35.36,12.03,166.85,139.64,64.72,117.98,171.96,144.17,107.24,97.85,164.67,163.89,6
0363_event_6,42.03,12.51,156.8,71.73,79.46,90.37,35.31,31.15,116.57,146.72,89.06,101.11,174.4,157.28,85.34,101.61,169.57,146.29,6
0370_event_6,130.97,24.34,110.25,117.41,85.07,93.41,33.71,0.34,168.27,72.9,108.97,72.55,144.04,165.73,106.99,93.18,169.69,174.77,6
0372_event_6,87.06,28.11,164.31,96.99,67.17,107.01,41.46,38.14,176.46,151.17,81.67,104.14,174.39,143.64,92.72,112.21,173.78,164.31,6
0379_event_6,15.64,5.61,136.74,73.09,78.99,78.34,42.1,10.86,179.01,137.62,90.13,112.54,175.17,145.0,94.7,102.46,162.41,145.19,6
0384_event_6,36.87,65.66,124.7,164.46,74.93,92.82,123.5,37.06,50.11,14.9,113.2,79.05,140.86,176.17,105.95,97.13,166.41,172.87,6
0386_event_6,39.91,42.05,177.84,117.03,87.68,82.52,54.57,7.54,175.24,95.95,82.71,107.09,170.32,138.14,87.6,114.78,176.05,168.69,6
0392_event_6,56.31,45.0,173.45,116.57,75.07,100.62,55.17,29.05,176.63,172.57,72.03,112.29,177.6,152.74,110.38,94.97,165.96,150.3,6
0408_event_6,26.03,32.21,161.57,139.27,82.41,81.41,90.0,25.65,123.69,31.14,90.0,106.19,175.24,174.82,94.76,68.63,165.58,177.06,6
0416_event_6,48.78,64.66,178.67,138.16,85.09,91.04,44.8,17.54,109.52,131.05,81.67,102.2,179.58,151.3,98.75,106.5,173.3,169.94,6
0420_event_6,31.98,45.4,130.96,127.76,80.54,92.78,18.43,10.42,167.91,153.61,79.16,107.52,170.45,141.75,91.29,110.73,173.09,167.36,6
0422_event_6,39.86,48.66,138.63,109.47,78.65,86.82,20.12,26.02,171.02,157.83,76.73,117.8,174.05,148.35,97.33,93.85,152.97,135.61,6
0423_event_6,36.63,32.67,130.35,106.16,73.25,86.78,20.48,13.28,166.27,119.74,77.57,122.41,168.72,134.43,91.15,103.16,157.19,145.67,6
0434_event_6,25.42,64.31,132.85,174.29,79.71,90.54,27.72,19.44,128.56,63.43,83.68,106.07,172.05,150.07,88.37,103.86,174.45,171.47,6
0435_event_6,180.0,0.0,147.99,147.99,80.31,106.31,48.31,41.68,177.01,174.13,99.69,73.69,154.89,172.85,105.42,99.16,174.7,166.2,6
0439_event_6,25.95,59.1,50.91,158.39,83.57,79.82,58.61,62.69,133.69,22.83,84.37,112.24,173.72,142.2,89.36,105.55,166.44,174.05,6
0440_event_6,29.63,111.16,107.1,71.57,85.84,95.18,8.37,82.1,83.66,48.95,75.92,103.06,171.63,150.48,95.71,106.46,175.6,179.64,6
0442_event_6,34.38,80.39,157.01,164.2,88.09,86.97,34.54,28.43,93.55,103.16,75.96,108.97,165.96,151.25,90.0,99.78,180.0,163.22,6
0456_event_6,54.46,54.46,175.11,129.21,84.09,88.45,36.56,13.71,167.78,155.7,87.78,99.68,173.0,147.49,85.22,112.83,174.47,151.03,6
0462_event_6,47.98,42.53,154.75,118.5,69.79,108.13,36.97,32.16,139.4,149.17,76.68,105.4,164.77,142.86,88.1,111.74,159.12,154.63,6
0480_event_6,60.07,31.67,169.62,84.99,67.66,111.65,41.9,58.33,167.39,159.41,75.9,104.79,165.61,151.65,89.7,103.56,177.15,156.02,6
0484_event_6,41.05,29.88,169.91,101.44,85.6,82.28,63.43,10.72,178.62,132.74,76.75,115.37,177.45,147.48,105.8,97.16,170.54,155.45,6
0486_event_6,58.33,42.77,151.07,125.03,77.07,81.02,15.67,1.24,0.57,69.44,79.11,122.81,162.48,118.41,83.38,118.78,177.75,169.88,6
0487_event_6,62.81,72.49,175.41,157.27,69.33,106.08,52.45,21.29,176.1,62.4,74.23,110.36,159.91,124.12,85.68,125.52,172.52,177.48,6
0492_event_6,48.58,44.79,175.24,103.67,93.55,79.54,42.64,20.66,175.79,137.94,88.07,98.84,176.82,150.32,88.75,110.84,176.51,168.17,6
0494_event_6,20.44,132.51,99.82,123.18,83.15,87.9,3.77,16.42,90.66,44.29,86.23,102.72,144.06,142.5,57.83,114.78,170.45,168.22,6
0498_event_6,125.54,49.4,179.16,170.07,88.26,99.16,32.96,41.37,135.84,179.24,69.93,102.64,170.13,169.03,119.93,88.33,158.59,169.59,6
0501_event_6,83.09,43.32,175.6,122.01,66.61,110.56,34.7,31.87,171.87,146.89,100.25,82.58,176.73,147.84,83.01,129.58,168.47,162.16,6
0506_event_6,53.13,63.43,159.44,142.13,79.58,91.55,26.73,12.86,170.81,138.18,73.86,115.02,167.22,136.01,93.37,108.97,172.82,171.62,6
0512_event_6,95.79,40.43,141.55,89.2,71.45,107.66,51.21,58.88,172.23,163.18,73.01,107.88,168.72,154.27,95.71,97.85,172.38,148.93,6
0521_event_6,9.87,6.08,144.46,83.57,93.13,75.3,41.47,2.19,166.14,116.78,77.01,114.57,162.24,144.72,85.24,100.71,175.24,163.5,6
0522_event_6,34.89,75.59,136.03,162.01,65.41,102.06,35.73,20.34,174.42,169.38,85.6,106.93,168.08,141.44,82.48,111.63,178.93,163.15,6
0532_event_6,33.38,75.73,114.16,159.38,82.47,89.05,1.69,35.84,104.93,137.31,103.24,85.24,164.64,179.05,92.12,93.81,151.47,178.23,6
0538_event_6,40.96,121.33,175.91,155.34,66.12,92.05,77.01,58.04,158.63,157.85,102.99,55.18,152.07,150.53,104.93,95.36,162.74,176.93,6
0542_event_6,23.67,33.19,153.67,115.95,79.69,85.14,50.3,2.37,8.21,92.99,72.55,122.62,169.91,136.76,97.35,100.62,174.5,164.8,6
0545_event_6,32.32,43.21,178.21,126.87,92.53,74.07,56.94,9.59,42.83,61.56,76.0,117.41,164.16,130.21,88.17,112.37,171.5,162.93,6
0551_event_6,34.7,93.18,159.83,143.71,75.53,100.3,49.6,49.78,167.7,165.5,84.25,99.92,179.22,149.12,94.97,110.96,173.66,164.36,6
0561_event_6,88.78,20.02,105.71,38.45,97.82,81.59,67.69,63.15,176.82,163.84,92.24,88.35,156.31,169.74,111.45,101.91,163.74,167.87,6
0562_event_6,35.82,74.56,100.43,167.81,90.78,85.26,26.17,32.37,118.82,1.85,101.17,82.79,148.4,175.53,110.43,101.68,167.97,148.36,6
0564_event_6,177.4,2.12,5.53,17.83,172.32,3.5,0.45,12.21,78.18,109.65,94.85,73.97,144.41,167.17,120.74,93.21,157.3,142.62,6
0566_event_6,35.73,42.34,160.8,105.31,76.56,94.4,48.51,31.43,175.48,176.61,77.24,111.8,174.16,138.96,96.93,109.23,178.56,159.16,6
0579_event_6,16.77,62.32,107.36,35.54,82.15,84.46,41.99,13.39,171.08,15.95,90.0,103.39,178.67,146.86,91.33,109.75,178.67,176.19,6
0582_event_6,35.2,26.47,146.74,118.09,74.99,89.57,36.54,2.06,168.89,140.6,80.79,114.65,162.71,133.12,81.92,112.23,162.5,152.7,6
0584_event_6,55.41,60.36,175.6,96.12,82.55,94.91,46.44,59.15,178.21,177.27,73.01,109.54,173.5,148.77,100.49,101.69,167.53,157.53,6
0612_event_6,34.33,32.47,140.02,104.59,68.94,101.79,36.75,29.68,149.18,169.36,76.05,113.21,160.23,139.98,84.18,106.81,177.79,168.76,6
0618_event_6,61.61,28.91,169.25,95.71,84.39,87.84,44.76,21.04,19.59,135.0,83.27,104.5,167.62,142.9,84.35,112.6,165.3,160.02,6
0626_event_6,37.18,53.97,168.24,116.92,69.15,103.84,61.91,40.89,172.64,129.08,84.29,102.72,180.0,157.55,95.71,99.73,170.46,154.74,6
0630_event_6,114.78,45.0,90.0,125.54,79.99,98.13,104.77,91.33,22.29,138.93,109.47,72.41,176.57,174.63,73.96,112.96,165.13,170.59,6
0640_event_6,64.05,24.94,132.51,89.68,103.58,64.05,59.86,0.69,174.09,92.26,86.42,105.95,172.27,164.05,101.31,90.0,172.38,145.84,6
0656_event_6,53.33,35.46,149.04,144.19,66.46,110.32,29.25,1.59,170.54,119.53,84.55,98.67,176.02,146.99,91.46,114.34,171.09,169.59,6
0672_event_6,48.96,57.05,157.4,125.46,65.76,109.63,42.67,41.23,158.44,157.38,88.11,96.5,171.69,160.97,83.59,102.53,170.69,142.43,6
0674_event_6,78.69,90.0,127.87,116.57,123.23,64.18,30.2,37.61,165.96,132.4,75.2,97.39,153.68,137.48,78.48,125.13,170.89,161.87,6
0678_event_6,73.47,57.49,136.58,106.89,91.51,85.83,58.44,36.43,174.91,146.82,75.96,106.7,163.67,144.12,87.71,109.18,180.0,160.52,6
0682_event_6,52.13,66.04,158.82,153.75,77.91,94.97,28.79,7.26,178.56,125.6,66.56,120.57,156.82,131.6,90.27,107.83,166.46,150.49,6
0693_event_6,34.29,55.48,126.03,115.67,56.82,111.46,34.92,51.27,175.24,176.07,84.32,107.4,171.66,151.07,87.34,101.52,179.83,145.49,6
0701_event_6,53.89,50.43,176.57,76.35,72.23,104.47,50.45,78.55,146.31,177.71,80.33,102.98,174.14,146.69,93.81,110.33,178.15,177.58,6
0713_event_6,37.25,29.47,148.13,129.26,88.51,80.5,22.38,19.29,176.05,104.9,74.88,116.12,171.7,147.26,96.83,96.62,175.48,168.37,6
0731_event_6,63.81,48.95,166.89,84.96,85.82,92.06,43.49,56.05,169.03,172.95,76.33,105.79,170.18,144.97,93.85,109.23,171.38,163.51,6
0747_event_6,39.81,28.39,111.16,158.2,76.15,84.34,4.8,45.47,138.98,177.21,127.48,72.03,157.78,149.69,74.74,77.66,162.77,148.51,6
0755_event_6,15.56,9.82,109.63,82.66,68.61,84.66,25.46,11.82,168.2,133.35,83.11,123.62,157.48,120.75,74.36,115.63,176.35,159.78,6
0756_event_6,18.17,21.61,141.05,103.03,70.93,89.18,51.95,7.77,173.68,107.83,88.62,111.27,175.04,147.98,86.42,100.75,170.34,146.55,6
0763_event_6,45.82,56.5,159.91,107.45,87.53,90.21,26.57,39.25,163.67,163.55,77.4,104.86,177.71,137.36,100.3,117.78,156.21,170.4,6
0764_event_6,79.51,27.0,159.23,60.69,84.33,90.21,36.94,56.52,167.66,173.14,77.24,108.23,169.08,142.98,113.68,108.8,144.2,157.88,6
0773_event_6,25.35,86.82,164.68,157.83,86.6,89.68,52.74,25.67,153.05,71.88,86.49,97.23,179.48,147.33,94.03,115.44,175.97,173.48,6
0777_event_6,35.07,29.68,154.28,104.04,65.41,100.92,53.81,26.57,179.53,142.13,85.24,108.43,179.47,157.17,94.24,94.4,171.68,143.21,6
0781_event_6,86.82,56.31,150.07,126.87,91.62,90.95,31.49,20.39,111.8,99.46,75.54,101.88,171.25,165.08,95.71,93.04,173.16,141.26,6
0785_event_6,34.7,48.96,151.7,93.67,68.98,105.04,48.03,60.34,179.6,179.86,76.33,109.65,176.82,147.35,100.49,102.99,165.27,164.82,6
0789_event_6,26.81,80.41,145.3,170.84,83.47,91.25,35.02,0.82,61.07,158.2,81.03,104.25,174.59,143.58,93.56,112.17,170.36,178.97,6
0791_event_6,87.27,40.03,173.48,161.9,78.69,93.18,20.56,28.69,152.32,151.31,108.43,79.7,180.0,167.78,71.57,112.52,173.66,175.91,6
0796_event_6,21.16,19.44,127.59,159.23,63.11,86.95,43.32,52.84,168.86,152.41,105.37,104.57,174.48,157.1,80.15,98.33,172.64,145.23,6
0800_event_6,23.39,29.74,136.42,82.87,65.28,108.35,47.75,55.22,136.42,147.57,102.83,83.54,162.84,174.73,94.33,101.73,172.3,173.23,6
0801_event_6,64.52,38.7,166.54,94.71,78.29,98.62,50.64,42.61,169.38,120.86,98.13,84.96,162.99,176.16,98.88,98.88,177.23,178.76,6
0803_event_6,31.61,72.43,153.43,170.07,78.14,95.04,43.69,2.6,178.49,102.07,75.45,111.37,167.85,134.41,92.4,114.22,174.45,168.45,6
0822_event_6,54.69,30.55,159.44,81.54,102.69,71.79,43.18,20.79,172.66,131.57,80.34,105.17,174.78,159.23,104.87,95.6,178.21,155.95,6
0828_event_6,31.76,94.4,141.93,162.15,74.15,106.26,36.02,38.51,170.13,170.82,79.29,100.3,177.42,158.74,98.13,100.95,173.61,165.13,6
0829_event_6,4.56,10.9,111.8,110.22,72.42,95.96,34.82,3.37,163.61,120.32,83.91,107.72,173.19,148.74,89.28,103.55,178.42,163.69,6
0830_event_6,27.39,39.73,139.91,134.46,95.15,65.34,17.36,29.4,133.78,161.03,82.51,117.0,175.59,133.29,93.07,109.71,175.59,175.16,6
0836_event_6,79.8,45.58,149.9,87.6,80.4,96.97,49.9,54.95,178.67,175.72,84.14,98.49,170.75,155.71,105.11,105.8,158.55,148.11,6
0842_event_6,49.03,42.48,175.6,174.31,71.83,99.53,54.74,32.31,147.09,170.45,118.18,70.46,153.56,162.1,88.26,91.64,138.03,178.36,6
0844_event_6,41.29,43.62,147.37,120.3,81.35,90.9,24.72,14.22,179.76,153.68,80.43,107.32,169.82,141.93,89.39,110.75,178.24,169.82,6
0846_event_6,76.39,38.96,168.08,101.31,78.82,92.1,36.71,29.74,164.49,142.77,89.02,100.06,171.24,152.02,99.74,107.92,168.88,170.24,6
0849_event_6,97.8,36.4,160.77,137.42,105.62,75.1,42.65,25.92,161.2,170.67,106.39,72.9,155.24,164.45,98.37,91.55,161.8,178.45,6
0856_event_6,23.1,61.19,119.83,141.34,74.95,95.98,21.78,15.83,178.97,152.41,76.24,112.83,173.54,149.47,97.31,97.7,177.89,158.5,6
0859_event_6,30.11,72.11,117.99,138.43,66.16,107.15,21.72,40.83,173.04,174.75,72.6,114.09,175.65,152.15,103.06,93.76,176.65,161.78,6
0869_event_6,32.09,44.24,136.01,91.83,84.01,84.42,19.91,36.83,14.68,90.33,76.43,115.14,168.94,137.74,92.51,107.12,174.77,161.76,6
0875_event_6,48.9,27.93,180.0,96.55,81.04,85.15,50.06,16.53,173.42,132.38,72.9,120.91,163.4,134.68,90.5,104.41,171.63,156.78,6
0877_event_6,25.45,50.29,104.96,135.0,52.2,119.6,27.32,34.89,171.92,155.75,85.36,102.84,165.84,139.16,80.48,118.01,175.21,160.95,6
0885_event_6,69.16,48.75,176.45,107.47,72.74,96.98,41.65,38.26,171.25,140.63,83.1,107.19,176.04,141.67,92.94,111.14,177.99,160.41,6
0889_event_6,57.13,37.15,168.82,79.26,77.87,94.87,33.82,52.77,175.24,164.29,78.45,108.8,171.65,149.21,93.2,101.99,170.28,152.46,6
0893_event_6,21.83,54.81,146.63,125.81,91.68,75.3,33.11,4.31,177.64,128.48,82.87,110.14,178.59,150.4,95.71,99.46,163.8,174.39,6
0899_event_6,120.96,29.98,107.53,150.95,66.63,113.47,64.88,7.5,166.56,77.01,77.21,102.69,177.93,167.31,100.72,90.0,172.62,148.32,6
0907_event_6,38.88,86.57,153.19,155.25,76.17,97.13,38.14,28.44,151.06,145.01,78.27,108.43,165.5,142.55,87.23,109.02,176.85,165.12,6
0909_event_6,25.8,94.7,124.03,145.76,80.04,92.16,18.19,27.38,167.01,136.79,101.53,86.26,171.94,177.4,86.52,96.34,126.55,176.82,6
0911_event_6,37.09,58.86,166.29,117.95,81.51,89.86,47.69,30.77,174.61,143.45,81.38,107.24,178.82,145.83,97.43,106.93,180.0,162.64,6
0913_event_6,114.78,26.13,96.28,176.68,87.27,93.85,61.67,56.7,146.31,174.16,97.23,81.65,149.46,158.86,113.3,77.21,169.14,172.83,6
0919_event_6,96.55,24.69,102.53,174.37,70.62,99.27,90.3,50.4,63.43,176.63,117.18,72.92,136.76,160.57,106.06,87.65,157.86,178.37,6
0925_event_6,9.7,34.08,118.4,46.79,74.36,91.22,53.75,10.35,175.65,119.97,90.0,104.42,177.06,146.22,92.94,109.36,177.06,176.37,6
0933_event_6,42.03,53.58,162.78,123.45,80.0,90.58,40.75,20.71,178.21,142.64,82.38,107.04,176.23,145.86,93.85,107.1,171.38,166.63,6
0935_event_6,34.85,124.64,77.44,153.99,68.16,93.67,25.57,12.3,155.06,69.27,112.53,49.3,144.74,139.3,102.72,90.0,154.77,162.98,6
0947_event_6,30.02,81.97,144.46,127.87,78.19,92.63,36.25,46.73,175.91,173.07,86.45,102.73,176.77,150.76,96.78,106.5,173.55,163.24,6
0961_event_6,71.2,48.22,168.76,105.55,77.41,103.19,42.63,45.85,160.28,147.48,80.79,98.62,179.22,153.64,98.43,107.74,171.57,164.57,6
0969_event_6,33.69,63.43,144.1,122.74,78.81,92.94,31.6,33.64,175.3,166.55,74.62,113.63,173.79,142.8,99.16,103.57,170.84,166.1,6
0971_event_6,46.62,34.77,146.04,111.74,68.44,97.5,30.98,20.53,177.71,146.1,82.43,111.63,173.99,135.15,91.56,113.22,175.6,173.91,6
0975_event_6,56.91,52.95,169.95,131.96,79.15,90.95,33.89,11.94,175.03,155.85,78.89,111.01,168.46,139.08,89.57,109.91,178.55,166.16,6
0977_event_6,39.47,23.96,135.0,108.43,66.84,97.13,28.69,12.65,174.81,132.88,90.39,105.65,168.32,137.92,77.94,116.43,175.75,145.81,6
0985_event_6,19.95,83.29,161.63,135.0,86.76,85.76,54.92,34.05,148.39,146.77,86.53,100.95,174.41,149.87,87.88,109.18,175.59,172.61,6
0991_event_6,53.13,63.43,166.9,120.32,93.77,83.81,46.2,26.92,169.26,133.17,82.28,100.14,176.92,162.64,94.64,97.22,170.17,142.74,6
0995_event_6,23.2,36.87,148.74,108.43,70.39,96.01,55.15,24.44,150.92,149.04,90.64,102.96,176.06,156.43,85.42,100.61,172.59,164.58,6
1003_event_6,54.46,48.93,135.0,177.92,85.73,82.76,84.81,50.39,169.7,29.74,84.81,106.7,176.85,138.53,92.05,114.78,174.19,174.4,6
1005_event_6,146.5,13.48,21.8,163.2,98.51,79.7,136.79,70.02,141.34,154.98,91.79,90.0,153.59,170.91,114.62,99.09,176.01,177.49,6
1007_event_6,94.17,39.61,111.99,86.05,79.16,97.24,74.68,50.79,177.66,137.99,84.14,99.46,176.39,158.27,99.46,102.26,172.66,149.75,6
1011_event_6,20.38,19.99,99.69,107.01,63.96,98.06,15.35,11.03,178.06,153.07,84.54,113.44,173.45,144.21,88.91,102.34,169.14,160.04,6
1013_event_6,26.57,33.69,149.53,78.69,80.96,93.58,42.01,48.58,138.9,180.0,81.94,103.53,170.84,149.89,88.9,106.59,173.48,152.13,6
1014_event_6,41.15,43.84,150.46,110.3,85.81,81.91,23.5,15.45,170.73,155.4,74.6,117.68,164.11,133.13,89.51,109.19,172.5,159.03,6
1015_event_6,45.57,69.38,161.9,133.69,83.02,92.18,33.31,27.88,177.75,146.62,80.71,104.09,170.5,149.47,89.78,106.44,169.83,153.62,6
1022_event_6,16.37,25.32,123.79,118.26,74.44,86.93,32.97,6.01,171.82,168.08,97.31,101.31,175.07,143.97,87.62,114.72,163.18,136.03,6
1028_event_6,16.7,132.34,154.98,161.3,83.92,80.13,54.36,51.17,168.38,147.26,124.38,71.57,145.75,175.91,21.37,112.52,178.72,175.34,6
1030_event_6,65.56,90.0,69.02,96.58,50.19,115.11,46.73,58.3,130.34,141.58,72.0,93.31,145.24,143.93,73.24,122.76,176.87,148.24,6
1032_event_6,29.91,77.91,126.25,130.6,67.6,101.4,28.74,48.71,168.69,178.78,77.11,113.89,172.27,147.03,95.16,99.08,178.97,158.46,6
1040_event_6,39.65,62.24,138.14,124.51,79.34,89.02,19.15,26.75,176.96,160.75,81.03,110.61,164.63,138.54,83.61,110.85,178.26,170.61,6
1044_event_6,45.64,53.2,166.28,107.64,78.62,96.49,42.02,42.05,170.89,157.17,79.24,105.65,167.13,141.31,87.89,113.03,178.19,167.86,6
1050_event_6,11.08,17.53,177.95,137.73,87.99,83.19,82.97,121.56,10.74,160.57,109.54,79.29,148.37,173.23,102.09,93.95,169.34,176.05,6
1051_event_6,0.0,180.0,79.51,77.91,133.57,51.07,54.06,51.02,157.26,178.4,86.67,88.69,178.16,179.55,91.49,91.76,140.57,151.0,6
1055_event_6,9.04,1.14,135.0,156.58,87.99,80.38,37.97,121.9,109.44,163.5,105.14,86.49,147.47,176.04,107.39,89.55,174.56,177.96,6
1063_event_6,51.02,55.96,147.86,149.86,76.89,93.32,19.95,0.58,166.33,143.13,77.41,112.39,166.94,143.39,89.53,104.23,174.12,158.5,6
1069_event_6,47.59,44.14,165.42,141.34,78.41,88.13,39.43,9.07,130.54,87.03,86.7,106.76,173.99,157.05,87.29,96.19,172.96,146.57,6
1075_event_6,102.09,14.47,127.87,45.86,86.44,91.66,43.59,60.27,111.16,136.27,85.87,96.04,178.82,157.93,92.95,106.03,170.96,161.49,6
1078_event_6,24.88,15.04,152.06,61.04,73.5,94.11,53.68,48.11,171.41,155.13,91.08,101.31,178.92,156.01,90.0,102.68,178.7,175.4,6
1088_event_6,13.36,25.84,123.42,94.97,74.66,93.12,35.4,23.99,178.4,135.9,84.34,107.89,173.24,139.08,88.9,113.03,169.59,160.39,6
1090_event_6,37.25,29.47,165.35,104.38,80.13,84.37,47.97,9.46,170.73,127.36,82.67,112.83,173.37,154.21,90.71,92.95,176.31,151.81,6
1100_event_6,53.13,22.83,177.88,78.25,83.66,78.48,45.33,23.06,9.19,82.51,83.45,114.42,174.74,147.11,91.3,98.48,174.62,164.5,6
1104_event_6,10.75,140.19,63.27,8.13,103.94,73.92,177.96,154.02,21.22,126.87,75.54,106.6,171.25,148.34,95.71,105.06,177.95,170.79,6
1105_event_6,19.44,12.09,133.07,50.43,72.9,97.54,40.73,59.21,157.72,177.69,88.67,100.9,177.06,154.06,88.39,105.04,173.48,170.72,6
1109_event_6,47.73,34.51,174.38,80.09,64.96,107.74,61.69,62.17,176.29,151.85,85.16,102.13,171.35,151.33,86.19,106.54,180.0,159.61,6
1113_event_6,34.78,59.04,143.58,131.99,76.03,94.4,32.77,21.45,179.05,140.88,77.77,111.8,170.86,138.9,93.09,109.3,163.4,162.53,6
1125_event_6,156.04,9.03,48.81,148.81,84.42,86.41,70.72,53.36,70.18,137.22,130.85,58.31,148.67,150.74,80.48,92.43,135.75,149.62,6
1129_event_6,45.82,82.78,174.27,120.65,97.98,73.49,30.47,35.61,117.96,112.25,65.0,123.53,162.56,130.73,97.56,105.74,166.43,164.26,6
1143_event_6,32.26,44.7,126.23,123.56,69.18,95.7,24.79,16.83,177.53,148.86,90.24,104.89,158.46,144.5,68.23,110.61,153.94,138.15,6
1145_event_6,29.74,20.45,133.36,91.11,68.62,90.27,35.0,19.61,91.64,105.4,86.03,115.08,176.03,142.83,90.0,102.09,174.94,150.51,6
1160_event_6,34.33,32.47,168.9,122.91,75.79,91.22,58.78,0.78,104.47,106.49,91.68,101.31,165.32,164.45,102.99,94.24,168.91,146.36,6
1162_event_6,26.77,82.75,142.66,139.64,75.55,101.22,40.34,44.33,173.59,161.95,81.25,101.98,176.78,154.89,95.53,103.13,177.1,168.23,6
1164_event_6,23.06,65.61,180.0,125.54,83.68,92.84,73.25,32.91,36.87,94.76,77.3,106.18,169.54,156.95,92.24,96.87,173.99,163.55,6
1166_event_6,38.45,53.67,154.72,103.43,86.02,82.92,30.25,33.15,163.69,154.65,82.09,108.97,175.46,145.32,93.37,105.71,178.54,169.94,6
1178_event_6,6.79,62.35,121.27,142.13,81.38,81.26,33.1,1.49,173.09,163.9,74.34,123.02,159.51,132.61,85.16,104.37,174.95,169.75,6
1180_event_6,69.44,74.53,152.35,79.05,81.31,88.54,56.89,117.88,156.01,24.59,85.56,104.6,152.94,145.96,67.38,109.44,148.55,143.13,6
1181_event_6,33.22,34.05,118.04,163.61,72.82,97.55,12.0,32.01,151.96,175.91,116.43,73.19,149.79,168.91,93.78,95.72,162.48,178.09,6
1184_event_6,4.51,123.44,14.92,153.43,22.1,103.93,11.69,20.8,80.64,160.95,16.07,109.95,115.53,158.55,99.46,91.49,180.0,160.3,6
1187_event_6,98.43,26.71,178.92,161.48,72.75,99.85,9.9,34.93,171.39,167.62,117.26,70.14,144.84,161.83,97.91,91.68,159.17,176.47,6
1195_event_6,113.86,31.76,128.33,84.96,67.05,114.38,50.76,61.19,172.55,169.79,80.27,98.3,169.05,147.48,88.78,114.23,178.67,167.36,6
1199_event_6,66.04,36.49,177.51,86.14,82.2,92.01,34.25,42.36,177.51,173.19,76.76,109.03,163.18,141.95,86.42,109.03,178.47,163.89,6
1207_event_6,31.64,42.65,128.82,106.32,66.9,101.38,30.28,37.71,172.14,168.29,79.58,112.14,160.76,136.03,81.19,111.83,176.9,162.9,6
1209_event_6,24.08,58.24,132.51,112.36,75.26,90.7,33.18,36.58,180.0,160.21,84.89,109.16,172.94,144.97,88.05,105.87,176.83,161.27,6
1217_event_6,21.08,67.13,149.47,131.63,86.57,78.18,41.82,13.67,167.47,137.83,78.69,116.57,174.4,140.3,95.71,103.13,174.29,161.53,6
1235_event_6,6.41,75.65,127.06,125.54,69.81,99.31,50.84,49.42,175.6,161.57,78.02,112.86,165.18,128.07,87.16,119.07,175.78,173.76,6
